species,annual_mean_temperature,annual_precipitation,maximum_temperature_warmest_month,mean_temperature_coldest_quarter,mean_temperature_driest_quarter,minimum_temperature_coldest_month,precipitation_in_coldest_quarter,precipitation_of_coldest_quarter,precipitation_of_wettest_quarter,precipitation_wetest_month,temperature_annual_range,temperature_seasonality
Pterodroma heraldica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma hypoleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma incerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma inexpectata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma lessonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma leucoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma macroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma madeira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma magentae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterodroma mollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
