species_original,species_clean,tree_label,PC1_thermal,PC2_precipitation,mahalanobis_d2,inside_50_core,inside_80_core,inside_95_core,closest_core_level
Incana incana,incana incana,incana_incana,-0.17685861990154417,-0.21676238527787225,0.008754808973619844,TRUE,TRUE,TRUE,50%
Vanellus chilensis,vanellus chilensis,vanellus_chilensis,-0.17177038430259572,-0.2632757805905237,0.008770916738782044,TRUE,TRUE,TRUE,50%
Cinnycerthia unirufa,cinnycerthia unirufa,cinnycerthia_unirufa,-0.18123493156602227,-0.19803399218104817,0.008779058371760526,TRUE,TRUE,TRUE,50%
Streptopelia lugens,streptopelia lugens,streptopelia_lugens,-0.4747041798065959,-0.40544240269604576,0.008779437822763683,TRUE,TRUE,TRUE,50%
Geospiza scandens,geospiza scandens,geospiza_scandens,-0.18736755474155273,-0.17443713514079037,0.008960345168852264,TRUE,TRUE,TRUE,50%
Sylvia abyssinica,sylvia abyssinica,sylvia_abyssinica,-0.2139388642138256,-0.12517752671278234,0.008979811802565671,TRUE,TRUE,TRUE,50%
Psilorhamphus guttatus,psilorhamphus guttatus,psilorhamphus_guttatus,-0.3748347357527001,-0.03619252495067854,0.009029934188230074,TRUE,TRUE,TRUE,50%
Laterallus spilonota,laterallus spilonota,laterallus_spilonota,-0.2575696438036058,-0.07727507141654012,0.009097390981299452,TRUE,TRUE,TRUE,50%
Iduna similis,iduna similis,iduna_similis,-0.4756306953530761,-0.41245706817229644,0.009312470477023806,TRUE,TRUE,TRUE,50%
Thalassornis leuconotus,thalassornis leuconotus,thalassornis_leuconotus,-0.517612539030544,-0.11150548558283381,0.00931611377922183,TRUE,TRUE,TRUE,50%
Chalcomitra balfouri,chalcomitra balfouri,chalcomitra_balfouri,-0.16407155959591155,-0.2481118509458152,0.00956400670345785,TRUE,TRUE,TRUE,50%
Pteroglossus bailloni,pteroglossus bailloni,pteroglossus_bailloni,-0.3629250179961398,-0.030205764427276384,0.009575184600293756,TRUE,TRUE,TRUE,50%
Melaniparus leuconotus,melaniparus leuconotus,melaniparus_leuconotus,-0.16330942318361852,-0.2737128518982436,0.009591893953858713,TRUE,TRUE,TRUE,50%
Thalurania glaucopis,thalurania glaucopis,thalurania_glaucopis,-0.37477981997502974,-0.028672479112517125,0.009678256317381883,TRUE,TRUE,TRUE,50%
Pinarochroa sordida,pinarochroa sordida,pinarochroa_sordida,-0.46470595203699944,-0.05249151375034947,0.009821057667267246,TRUE,TRUE,TRUE,50%
Hydropsalis torquata,hydropsalis torquata,hydropsalis_torquata,-0.23395907167040045,-0.08769549678155242,0.009836747331609493,TRUE,TRUE,TRUE,50%
Xenopirostris xenopirostris,xenopirostris xenopirostris,xenopirostris_xenopirostris,-0.5171014576854942,-0.1002393504926756,0.009865689348924957,TRUE,TRUE,TRUE,50%
Otus socotranus,otus socotranus,otus_socotranus,-0.16130824093849136,-0.24024634621100724,0.009903633773636102,TRUE,TRUE,TRUE,50%
Heteromirafra archeri,heteromirafra archeri,heteromirafra_archeri,-0.17994809615304277,-0.36130296878336526,0.009912296689949305,TRUE,TRUE,TRUE,50%
Tricholaema lacrymosa,tricholaema lacrymosa,tricholaema_lacrymosa,-0.16040325459684845,-0.28370782467249805,0.009928734963400946,TRUE,TRUE,TRUE,50%
Phoeniculus purpureus,phoeniculus purpureus,phoeniculus_purpureus,-0.1679578532778168,-0.19594382935839888,0.010086301340861466,TRUE,TRUE,TRUE,50%
Clamator glandarius,clamator glandarius,clamator_glandarius,-0.5368516950854192,-0.3429185153703029,0.010151647233279873,TRUE,TRUE,TRUE,50%
Phibalura flavirostris,phibalura flavirostris,phibalura_flavirostris,-0.40800497705759625,-0.025831692385342955,0.01021183275795692,TRUE,TRUE,TRUE,50%
Kleinothraupis atropileus,kleinothraupis atropileus,kleinothraupis_atropileus,-0.16634896167240149,-0.33609902490924,0.010288221049323601,TRUE,TRUE,TRUE,50%
Cuculus gularis,cuculus gularis,cuculus_gularis,-0.16585367680645072,-0.19569855942740794,0.010299499198488105,TRUE,TRUE,TRUE,50%
Myornis senilis,myornis senilis,myornis_senilis,-0.19265314199939654,-0.13319968890626288,0.01030067007413657,TRUE,TRUE,TRUE,50%
Cercotrichas leucophrys,cercotrichas leucophrys,cercotrichas_leucophrys,-0.3912169591685448,-0.022380931722351474,0.01030712107873315,TRUE,TRUE,TRUE,50%
Cantorchilus superciliaris,cantorchilus superciliaris,cantorchilus_superciliaris,-0.5250462619876427,-0.10280945030004986,0.01032996904484554,TRUE,TRUE,TRUE,50%
Scytalopus latrans,scytalopus latrans,scytalopus_latrans,-0.1543161272187717,-0.27142491795571516,0.010481486745171947,TRUE,TRUE,TRUE,50%
Tricholaema diademata,tricholaema diademata,tricholaema_diademata,-0.5442754087515058,-0.13315176271272441,0.010511224886477898,TRUE,TRUE,TRUE,50%
Picumnus temminckii,picumnus temminckii,picumnus_temminckii,-0.47401169203756655,-0.43182679196798884,0.010622588555421286,TRUE,TRUE,TRUE,50%
Grallaricula ochraceifrons,grallaricula ochraceifrons,grallaricula_ochraceifrons,-0.26304432604833144,-0.46289821898091604,0.010773875735605117,TRUE,TRUE,TRUE,50%
Cyanocorax mystacalis,cyanocorax mystacalis,cyanocorax_mystacalis,-0.47156858545918634,-0.044285995250559096,0.010777640341506734,TRUE,TRUE,TRUE,50%
Pternistis hildebrandti,pternistis hildebrandti,pternistis_hildebrandti,-0.46229482075141193,-0.03839054194917587,0.010813173347092163,TRUE,TRUE,TRUE,50%
Melierax poliopterus,melierax poliopterus,melierax_poliopterus,-0.32823289756813173,-0.4822961784379151,0.010861042029533655,TRUE,TRUE,TRUE,50%
Mionectes rufiventris,mionectes rufiventris,mionectes_rufiventris,-0.405083873459996,-0.015860599235562496,0.011060750764181372,TRUE,TRUE,TRUE,50%
Turdus tephronotus,turdus tephronotus,turdus_tephronotus,-0.14876653447878782,-0.2740370624489009,0.011060928440791434,TRUE,TRUE,TRUE,50%
Pterocles decoratus,pterocles decoratus,pterocles_decoratus,-0.17160525164271406,-0.3743596979374053,0.011186052578197457,TRUE,TRUE,TRUE,50%
Synallaxis hellmayri,synallaxis hellmayri,synallaxis_hellmayri,-0.21432626182447448,-0.4340700685123603,0.011216994660751285,TRUE,TRUE,TRUE,50%
Cisticola haematocephalus,cisticola haematocephalus,cisticola_haematocephalus,-0.4492141641530773,-0.026116325843722088,0.011304580097809741,TRUE,TRUE,TRUE,50%
Grallaricula loricata,grallaricula loricata,grallaricula_loricata,-0.42856253250380855,-0.01852850583586109,0.011309751930449426,TRUE,TRUE,TRUE,50%
Tmetothylacus tenellus,tmetothylacus tenellus,tmetothylacus_tenellus,-0.21837388931040408,-0.4396559750182004,0.011344806630891408,TRUE,TRUE,TRUE,50%
Chamaeza ruficauda,chamaeza ruficauda,chamaeza_ruficauda,-0.5086658812401977,-0.06632967434551074,0.011345108082812694,TRUE,TRUE,TRUE,50%
Crithagra striolata,crithagra striolata,crithagra_striolata,-0.16763831246418132,-0.37049034161904615,0.011380374118677192,TRUE,TRUE,TRUE,50%
Chrysococcyx caprius,chrysococcyx caprius,chrysococcyx_caprius,-0.14934489384877747,-0.31766350535351656,0.011510237711047764,TRUE,TRUE,TRUE,50%
Dubusia taeniata,dubusia taeniata,dubusia_taeniata,-0.1496480780330679,-0.21003727679061396,0.011597807224747708,TRUE,TRUE,TRUE,50%
Campylorhynchus fasciatus,campylorhynchus fasciatus,campylorhynchus_fasciatus,-0.5216876946924573,-0.07659159887305267,0.011604192542191905,TRUE,TRUE,TRUE,50%
Phylloscartes sylviolus,phylloscartes sylviolus,phylloscartes_sylviolus,-0.2466944709958344,-0.05301914783156776,0.011619841375722778,TRUE,TRUE,TRUE,50%
Myrmoderus squamosus,myrmoderus squamosus,myrmoderus_squamosus,-0.4388334286574778,-0.018172733298581066,0.011643804148649612,TRUE,TRUE,TRUE,50%
Columbina passerina,columbina passerina,columbina_passerina,-0.49125353763666374,-0.4302426384957132,0.011664639551820639,TRUE,TRUE,TRUE,50%
Phylloscartes ventralis,phylloscartes ventralis,phylloscartes_ventralis,-0.4722207724179702,-0.03294521399374509,0.011723087285267369,TRUE,TRUE,TRUE,50%
Motacilla clara,motacilla clara,motacilla_clara,-0.23895702996786133,-0.057846399190168665,0.01172820616016964,TRUE,TRUE,TRUE,50%
Coturnix delegorguei,coturnix delegorguei,coturnix_delegorguei,-0.5336096144219471,-0.0895966434433687,0.011747977342601749,TRUE,TRUE,TRUE,50%
Urocolius macrourus,urocolius macrourus,urocolius_macrourus,-0.4072381812976083,-0.48221837471262896,0.011781919731525103,TRUE,TRUE,TRUE,50%
Pyrrhura frontalis,pyrrhura frontalis,pyrrhura_frontalis,-0.4209456803845126,-0.011146960051720414,0.011796850560102759,TRUE,TRUE,TRUE,50%
Pipile jacutinga,pipile jacutinga,pipile_jacutinga,-0.2364292605417398,-0.059079734532943656,0.011799093705760301,TRUE,TRUE,TRUE,50%
Ardeola rufiventris,ardeola rufiventris,ardeola_rufiventris,-0.23361271188817062,-0.061273050623462416,0.011817194092126088,TRUE,TRUE,TRUE,50%
Progne tapera,progne tapera,progne_tapera,-0.28210884741502673,-0.02730493803622276,0.011921213875337247,TRUE,TRUE,TRUE,50%
Argya aylmeri,argya aylmeri,argya_aylmeri,-0.2005131072029909,-0.4313380070304464,0.0119975220374395,TRUE,TRUE,TRUE,50%
Gyps rueppelli,gyps rueppelli,gyps_rueppelli,-0.222892209981673,-0.4533734981710957,0.012079351667050979,TRUE,TRUE,TRUE,50%
Diglossa caerulescens,diglossa caerulescens,diglossa_caerulescens,-0.4695873406249589,-0.026932355311723694,0.012100987750416754,TRUE,TRUE,TRUE,50%
Buteo oreophilus,buteo oreophilus,buteo_oreophilus,-0.17378584613303616,-0.39904597658452495,0.012196540354946751,TRUE,TRUE,TRUE,50%
Cryptopezus nattereri,cryptopezus nattereri,cryptopezus_nattereri,-0.5133741614874161,-0.4153345266202858,0.012264522342471721,TRUE,TRUE,TRUE,50%
Lanius cabanisi,lanius cabanisi,lanius_cabanisi,-0.3112409667181739,-0.01089890535905821,0.012327663850986124,TRUE,TRUE,TRUE,50%
Curruca boehmi,curruca boehmi,curruca_boehmi,-0.5826593249956777,-0.19740362928574293,0.0125897729435267,TRUE,TRUE,TRUE,50%
Myiodynastes bairdii,myiodynastes bairdii,myiodynastes_bairdii,-0.5751742736756301,-0.1585746930869306,0.012612890108360142,TRUE,TRUE,TRUE,50%
Cisticola robustus,cisticola robustus,cisticola_robustus,-0.19380778220516068,-0.09269345471565026,0.012630251644969805,TRUE,TRUE,TRUE,50%
Eudocimus albus,eudocimus albus,eudocimus_albus,-0.280934113459538,-0.49137526821859095,0.012637268375935994,TRUE,TRUE,TRUE,50%
Eremopterix leucotis,eremopterix leucotis,eremopterix_leucotis,-0.5746149072466805,-0.15213835588515384,0.012750458489845677,TRUE,TRUE,TRUE,50%
Chiroxiphia caudata,chiroxiphia caudata,chiroxiphia_caudata,-0.3808359777969209,0.00390796968519323,0.012752938866345185,TRUE,TRUE,TRUE,50%
Guttera pucherani,guttera pucherani,guttera_pucherani,-0.14781197695628426,-0.17616260107806322,0.012791554922774702,TRUE,TRUE,TRUE,50%
Tangara vassorii,tangara vassorii,tangara_vassorii,-0.13381765014333558,-0.24067881722911302,0.012820871862224066,TRUE,TRUE,TRUE,50%
Otus senegalensis,otus senegalensis,otus_senegalensis,-0.13472662380178685,-0.30662535614641095,0.012871497018237801,TRUE,TRUE,TRUE,50%
Rhynchotus rufescens,rhynchotus rufescens,rhynchotus_rufescens,-0.39563486280402704,0.004641265711247237,0.012914492684322572,TRUE,TRUE,TRUE,50%
Dendropicos spodocephalus,dendropicos spodocephalus,dendropicos_spodocephalus,-0.1387911191639966,-0.33142706503204494,0.012937425761790128,TRUE,TRUE,TRUE,50%
Hylopezus ochroleucus,hylopezus ochroleucus,hylopezus_ochroleucus,-0.1314586039639251,-0.27399023145646045,0.012945640022144224,TRUE,TRUE,TRUE,50%
Grallaria rufula,grallaria rufula,grallaria_rufula,-0.5077198349537241,-0.043109094505767734,0.012973740324568961,TRUE,TRUE,TRUE,50%
Prionops poliolophus,prionops poliolophus,prionops_poliolophus,-0.5897117347670102,-0.2592034660024052,0.01332719093304838,TRUE,TRUE,TRUE,50%
Lagonosticta senegala,lagonosticta senegala,lagonosticta_senegala,-0.12701265201149117,-0.279201646572211,0.013470899992665797,TRUE,TRUE,TRUE,50%
Gallinago paraguaiae,gallinago paraguaiae,gallinago_paraguaiae,-0.5896855001125378,-0.18472394728302008,0.013572348408644073,TRUE,TRUE,TRUE,50%
Carpornis cucullata,carpornis cucullata,carpornis_cucullata,-0.4334698231807174,0.005817587638901637,0.013753294403203588,TRUE,TRUE,TRUE,50%
Coccopygia quartinia,coccopygia quartinia,coccopygia_quartinia,-0.13921615739730694,-0.36031524848904245,0.013797419072498977,TRUE,TRUE,TRUE,50%
Cinnyris nectarinioides,cinnyris nectarinioides,cinnyris_nectarinioides,-0.1417513582269171,-0.3673371263415321,0.013800183165991976,TRUE,TRUE,TRUE,50%
Sporophila luctuosa,sporophila luctuosa,sporophila_luctuosa,-0.5795033702261222,-0.13136464636962797,0.014008658943728578,TRUE,TRUE,TRUE,50%
Rhinopomastus minor,rhinopomastus minor,rhinopomastus_minor,-0.27560414231563785,-0.5044350291419645,0.01407363549459156,TRUE,TRUE,TRUE,50%
Phimosus infuscatus,phimosus infuscatus,phimosus_infuscatus,-0.35653993090915653,0.0160042852444214,0.014100964708937114,TRUE,TRUE,TRUE,50%
Phylloscartes beckeri,phylloscartes beckeri,phylloscartes_beckeri,-0.5395011491188566,-0.4089685430455379,0.014133907714197778,TRUE,TRUE,TRUE,50%
Pternistis leucoscepus,pternistis leucoscepus,pternistis_leucoscepus,-0.35651122090751575,-0.5163576039755607,0.014237149265652454,TRUE,TRUE,TRUE,50%
Plectropterus gambensis,plectropterus gambensis,plectropterus_gambensis,-0.5962140638163947,-0.27150205367622143,0.01426280200647442,TRUE,TRUE,TRUE,50%
Lamprotornis superbus,lamprotornis superbus,lamprotornis_superbus,-0.27219453579875824,-0.5057465267009015,0.01432138488826652,TRUE,TRUE,TRUE,50%
Buteo augur,buteo augur,buteo_augur,-0.524434221908531,-0.04100002558640472,0.014330515185809717,TRUE,TRUE,TRUE,50%
Dendrocincla turdina,dendrocincla turdina,dendrocincla_turdina,-0.31437400008191196,0.00999877887885164,0.014340376259201718,TRUE,TRUE,TRUE,50%
Megascops roboratus,megascops roboratus,megascops_roboratus,-0.5963934095850258,-0.18294250780948293,0.014373419450433524,TRUE,TRUE,TRUE,50%
Lafresnaya lafresnayi,lafresnaya lafresnayi,lafresnaya_lafresnayi,-0.4608936840253094,0.0025119504632100703,0.01439880373060477,TRUE,TRUE,TRUE,50%
Euodice cantans,euodice cantans,euodice_cantans,-0.56075732442945,-0.3821816189303366,0.014525222188279426,TRUE,TRUE,TRUE,50%
Stephanoxis loddigesii,stephanoxis loddigesii,stephanoxis_loddigesii,-0.5144115160721076,-0.4450836529159662,0.014654569535696264,TRUE,TRUE,TRUE,50%
Phaetusa simplex,phaetusa simplex,phaetusa_simplex,-0.16202437456588292,-0.4241831105496531,0.014733340346730116,TRUE,TRUE,TRUE,50%
Batara cinerea,batara cinerea,batara_cinerea,-0.5873401546963728,-0.32774949181458957,0.014781591047445298,TRUE,TRUE,TRUE,50%
Chordeiles acutipennis,chordeiles acutipennis,chordeiles_acutipennis,-0.11753003181825111,-0.305618226067704,0.014831058076995137,TRUE,TRUE,TRUE,50%
Vidua fischeri,vidua fischeri,vidua_fischeri,-0.281044451629135,-0.5145247013094201,0.014922079367875122,TRUE,TRUE,TRUE,50%
Scytalopus caracae,scytalopus caracae,scytalopus_caracae,-0.4637373178858332,0.007000557743154248,0.014961722072578646,TRUE,TRUE,TRUE,50%
Caprimulgus poliocephalus,caprimulgus poliocephalus,caprimulgus_poliocephalus,-0.16349527502953212,-0.42996764529520687,0.014970933993416247,TRUE,TRUE,TRUE,50%
Nectarinia tacazze,nectarinia tacazze,nectarinia_tacazze,-0.16121886638428815,-0.42907248775834717,0.01512314990667062,TRUE,TRUE,TRUE,50%
Leucochloris albicollis,leucochloris albicollis,leucochloris_albicollis,-0.5354184038295943,-0.041802839405056254,0.01512801904133253,TRUE,TRUE,TRUE,50%
Monticola semirufus,monticola semirufus,monticola_semirufus,-0.11295283636593385,-0.2826660922387505,0.015156725726457184,TRUE,TRUE,TRUE,50%
Tangara rufigenis,tangara rufigenis,tangara_rufigenis,-0.22383194299072,-0.030187164162504963,0.015187448899361123,TRUE,TRUE,TRUE,50%
Accipiter ovampensis,accipiter ovampensis,accipiter_ovampensis,-0.45253128203950904,0.014720421892452396,0.01528407737752978,TRUE,TRUE,TRUE,50%
Cyanoloxia brissonii,cyanoloxia brissonii,cyanoloxia_brissonii,-0.27395829826093426,0.0032405195980190495,0.015297618454106264,TRUE,TRUE,TRUE,50%
Turdus abyssinicus,turdus abyssinicus,turdus_abyssinicus,-0.1380983190976002,-0.3923016813738688,0.015307778888148934,TRUE,TRUE,TRUE,50%
Patagioenas picazuro,patagioenas picazuro,patagioenas_picazuro,-0.36290304487146713,0.028036426720657263,0.015349694221993235,TRUE,TRUE,TRUE,50%
Syndactyla guttulata,syndactyla guttulata,syndactyla_guttulata,-0.16735302431283308,-0.08939357586618964,0.01536410327084748,TRUE,TRUE,TRUE,50%
Columba guinea,columba guinea,columba_guinea,-0.5007510119440366,-0.4663906317426112,0.015414306973135094,TRUE,TRUE,TRUE,50%
Botaurus pinnatus,botaurus pinnatus,botaurus_pinnatus,-0.6053410825285198,-0.27617328802367275,0.015453454305563849,TRUE,TRUE,TRUE,50%
Coua cursor,coua cursor,coua_cursor,-0.5272984188448422,-0.02790511462269742,0.015601357910816214,TRUE,TRUE,TRUE,50%
Newtonia archboldi,newtonia archboldi,newtonia_archboldi,-0.42615427199221173,0.025883353746564426,0.015641604293194833,TRUE,TRUE,TRUE,50%
Platyspiza crassirostris,platyspiza crassirostris,platyspiza_crassirostris,-0.13717457268592492,-0.13686736047569809,0.015717847785995023,TRUE,TRUE,TRUE,50%
Vanellus melanopterus,vanellus melanopterus,vanellus_melanopterus,-0.47949685154300936,-0.4860148679858174,0.015733941117966457,TRUE,TRUE,TRUE,50%
Euplectes ardens,euplectes ardens,euplectes_ardens,-0.4661825812275345,0.014198969105634587,0.01579258488474245,TRUE,TRUE,TRUE,50%
Tchagra australis,tchagra australis,tchagra_australis,-0.28924725744617924,0.016194045663897046,0.015945756349589005,TRUE,TRUE,TRUE,50%
Clibanornis dendrocolaptoides,clibanornis dendrocolaptoides,clibanornis_dendrocolaptoides,-0.49185584401102134,-0.4799312368234197,0.016014179126555644,TRUE,TRUE,TRUE,50%
Alopochen aegyptiaca,alopochen aegyptiaca,alopochen_aegyptiaca,-0.6094825946726721,-0.279131585483271,0.016028054620901285,TRUE,TRUE,TRUE,50%
Nyctanassa violacea,nyctanassa violacea,nyctanassa_violacea,-0.4903884614686574,-0.48385298648141223,0.016288277065531893,TRUE,TRUE,TRUE,50%
Chrysomus ruficapillus,chrysomus ruficapillus,chrysomus_ruficapillus,-0.5970103511793323,-0.12277425924273364,0.016293872762057973,TRUE,TRUE,TRUE,50%
Buthraupis montana,buthraupis montana,buthraupis_montana,-0.17176524306047458,-0.06984370123747241,0.016369274788956632,TRUE,TRUE,TRUE,50%
Chalcomitra senegalensis,chalcomitra senegalensis,chalcomitra_senegalensis,-0.10746087710472185,-0.2166108264728853,0.016375566776192556,TRUE,TRUE,TRUE,50%
Turdus rufiventris,turdus rufiventris,turdus_rufiventris,-0.26506008667018643,0.009560783707663065,0.01643847210542907,TRUE,TRUE,TRUE,50%
Coeligena torquata,coeligena torquata,coeligena_torquata,-0.11515240998063946,-0.18017953563958158,0.016447898612856192,TRUE,TRUE,TRUE,50%
Mycteria ibis,mycteria ibis,mycteria_ibis,-0.16898137253795417,-0.07240932242891952,0.016450163331603013,TRUE,TRUE,TRUE,50%
Glaucidium jardinii,glaucidium jardinii,glaucidium_jardinii,-0.1232119955982069,-0.15489155434036037,0.016484877676123524,TRUE,TRUE,TRUE,50%
Anastomus lamelligerus,anastomus lamelligerus,anastomus_lamelligerus,-0.11668997554035661,-0.17394980043240763,0.016486956137511055,TRUE,TRUE,TRUE,50%
Vidua chalybeata,vidua chalybeata,vidua_chalybeata,-0.10941524654707747,-0.2013152566950528,0.016500997221680944,TRUE,TRUE,TRUE,50%
Anthus chii,anthus chii,anthus_chii,-0.12984501871504775,-0.13734583642986783,0.016548307653333417,TRUE,TRUE,TRUE,50%
Atlapetes pallidinucha,atlapetes pallidinucha,atlapetes_pallidinucha,-0.11701937770913293,-0.3705622239677915,0.016678459648311793,TRUE,TRUE,TRUE,50%
Apalis porphyrolaema,apalis porphyrolaema,apalis_porphyrolaema,-0.3151067899400529,-0.53770836222067,0.01670497738350622,TRUE,TRUE,TRUE,50%
Terathopius ecaudatus,terathopius ecaudatus,terathopius_ecaudatus,-0.10034718182017507,-0.2573547927009705,0.016743477041744382,TRUE,TRUE,TRUE,50%
Scytalopus meridanus,scytalopus meridanus,scytalopus_meridanus,-0.568822981123232,-0.060579810098322195,0.016755819415822788,TRUE,TRUE,TRUE,50%
Hemitriccus cinnamomeipectus,hemitriccus cinnamomeipectus,hemitriccus_cinnamomeipectus,-0.3707560641621894,-0.5379503232108145,0.016798629795308256,TRUE,TRUE,TRUE,50%
Trachyphonus erythrocephalus,trachyphonus erythrocephalus,trachyphonus_erythrocephalus,-0.2916285887867421,-0.5352916585811471,0.016869427305086657,TRUE,TRUE,TRUE,50%
Odontophorus capueira,odontophorus capueira,odontophorus_capueira,-0.26661673154599314,0.015503007231098532,0.016992586856495524,TRUE,TRUE,TRUE,50%
Coccyzus rufigularis,coccyzus rufigularis,coccyzus_rufigularis,-0.1842857556461144,-0.046286888643251804,0.017096308836045713,TRUE,TRUE,TRUE,50%
Elaenia cherriei,elaenia cherriei,elaenia_cherriei,-0.3771661522858788,0.04550155777529907,0.017281188824872673,TRUE,TRUE,TRUE,50%
Poicephalus rufiventris,poicephalus rufiventris,poicephalus_rufiventris,-0.29944133444558424,-0.5405563210588422,0.017290156129621766,TRUE,TRUE,TRUE,50%
Bostrychia carunculata,bostrychia carunculata,bostrychia_carunculata,-0.10321346759485935,-0.34556277323405005,0.017468968471693016,TRUE,TRUE,TRUE,50%
Leptasthenura setaria,leptasthenura setaria,leptasthenura_setaria,-0.594024336121753,-0.36878155666656753,0.01751248215874517,TRUE,TRUE,TRUE,50%
